location,year,km_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price,brand,model,id
Hyderabad,2012,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,1879750.0,volkswagen,vento,
Kochi,2011,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,3017900.0,ford,endeavour,
Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,5376600.0,ford,ecosport,
Bangalore,2013,58291,Diesel,Manual,First,17.8,1248.0,74.25,5.0,2575000.0,maruti,swift,
Coimbatore,2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,1735550.0,hyundai,i20,
Delhi,2011,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,3579250.0,toyota,innova,
Mumbai,2018,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,5098500.0,tata,nexon,
Hyderabad,2012,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,1699500.0,ford,figo,
Delhi,2013,48000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,26007500.0,porsche,panamera,
Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,6437500.0,hyundai,creta,
Hyderabad,2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,10557500.0,audi,a4,
Kolkata,2017,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7467500.0,mahindra,xuv500,
Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,10300000.0,isuzu,mux,
Delhi,2014,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2703750.0,maruti,swift,
Kolkata,2015,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,3038500.0,maruti,ciaz,
Pune,2013,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1339000.0,hyundai,eon,
Chennai,2007,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,5665000.0,mercedes-benz,e-class,
Pune,2011,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,7982500.0,bmw,5-series,
Jaipur,2017,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,2961250.0,hyundai,grand,
Hyderabad,2015,26000,Diesel,Automatic,First,14.47,2993.0,301.73,5.0,38625000.0,jaguar,xj,
Chennai,2007,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,1030000.0,maruti,swift,
Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,1184500.0,hyundai,santro,
Hyderabad,2009,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,4223000.0,toyota,innova,
Kolkata,2015,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,2472000.0,hyundai,i20,
Mumbai,2008,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,4377500.0,mercedes-benz,e-class,
Chennai,2011,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,1493500.0,ford,figo,
Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,3347500.0,toyota,corolla,
Jaipur,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,3012750.0,hyundai,grand,
Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,12313650.0,jeep,compass,
Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,3790400.0,maruti,ignis,
Pune,2014,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,8883750.0,toyota,fortuner,
Jaipur,2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3605000.0,volkswagen,vento,
Mumbai,2017,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,9089750.0,toyota,innova,
Jaipur,2013,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,1287500.0,ford,figo,
Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3090000.0,toyota,platinum,
Mumbai,2018,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,4248750.0,mahindra,thar,
Kochi,2018,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,23087450.0,land-rover,range,
Delhi,2011,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,5407500.0,bmw,3-series,
Bangalore,2008,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,978500.0,hyundai,accent,
Jaipur,2016,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,2188750.0,maruti,celerio,
Chennai,2014,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,13647500.0,jaguar,xf,
Bangalore,2013,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,11587500.0,audi,a6,
Hyderabad,2011,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,1699500.0,nissan,micra,
Jaipur,2015,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,2214500.0,honda,amaze,
Chennai,2012,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,2703750.0,renault,duster,
Jaipur,2015,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,6051250.0,toyota,innova,
Ahmedabad,2014,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,2188750.0,honda,amaze,
Delhi,2012,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,7323300.0,n,e,
Chennai,2015,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,2163000.0,toyota,etios,
Delhi,2017,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,9398750.0,toyota,innova,
Bangalore,2013,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,9527500.0,n,e,
Chennai,2008,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,1236000.0,maruti,swift,
Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,3347500.0,maruti,baleno,
Hyderabad,2014,56000,LPG,Manual,First,13.45,1086.0,62.1,5.0,1648000.0,hyundai,santro,
Mumbai,2015,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,2054850.0,maruti,celerio,
Kochi,2014,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,2806750.0,ford,ecosport,
Hyderabad,2010,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,1390500.0,tata,manza,
Mumbai,2016,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,3218750.0,honda,jazz,
Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6839200.0,mahindra,xuv500,
Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,1905500.0,nissan,micra,
Coimbatore,2018,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,20347650.0,n,e,
Hyderabad,2010,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,721000.0,tata,manza,
Kolkata,2014,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,1802500.0,maruti,swift,
Jaipur,2012,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,1946700.0,maruti,swift,
Pune,2015,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,1390500.0,tata,indigo,
Kolkata,2013,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,1648000.0,honda,amaze,
Delhi,2016,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,2575000.0,maruti,swift,
Chennai,2012,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,3605000.0,maruti,ertiga,
Kolkata,2014,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,1467750.0,hyundai,grand,
Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,2188750.0,nissan,micra,
Bangalore,2014,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,2523500.0,hyundai,grand,
Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,8703500.0,jeep,compass,
Delhi,2014,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,2188750.0,volkswagen,polo,
Pune,2015,42023,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,2235100.0,honda,amaze,
Kolkata,2012,51001,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,8755000.0,bmw,x3,
Kochi,2017,55389,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,14651750.0,bmw,3-series,
Kochi,2014,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,3167250.0,honda,city,
Kochi,2014,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,4763750.0,mahindra,ssangyong,
Delhi,2015,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,2497750.0,maruti,swift,
Jaipur,2014,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,2472000.0,maruti,swift,
Pune,2012,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,1184500.0,honda,brio,
Mumbai,2016,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,2446250.0,hyundai,grand,
Pune,2017,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,2575000.0,tata,zest,
Jaipur,2015,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1287500.0,hyundai,eon,
Mumbai,2017,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,3064250.0,hyundai,i20,
Delhi,2014,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,8240000.0,volvo,s60,
Delhi,2014,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,3167250.0,ford,ecosport,
Hyderabad,2014,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,2085750.0,maruti,ritz,
Hyderabad,2010,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,1596500.0,hyundai,i20,
Hyderabad,2013,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2827350.0,maruti,dzire,
Coimbatore,2010,42400,Petrol,Automatic,Third,8.0,4806.0,394.3,4.0,22098650.0,porsche,panamera,
Jaipur,2015,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,2935500.0,maruti,swift,
Kolkata,2014,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,1467750.0,honda,brio,
Bangalore,2012,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,1210250.0,chevrolet,beat,
Coimbatore,2018,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,7601400.0,hyundai,creta,
Pune,2008,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,1158750.0,honda,city,
Mumbai,2016,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,1879750.0,maruti,ritz,
Delhi,2016,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,3733750.0,ford,ecosport,
Hyderabad,2010,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,5505350.0,bmw,3-series,
Mumbai,2014,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,2832500.0,hyundai,verna,
Chennai,2005,240000,Diesel,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,2626500.0,toyota,innova,
Mumbai,2014,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,1673750.0,maruti,wagon-r,
Mumbai,2018,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,4763750.0,maruti,ertiga,
Hyderabad,2008,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,875500.0,maruti,alto,
Kochi,2010,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,1478050.0,maruti,a-star,
Bangalore,2009,90000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,9141250.0,bmw,x5,
Kolkata,2017,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,2317500.0,mahindra,kuv,
Bangalore,2008,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,1519250.0,hyundai,i10,
Pune,2007,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,1339000.0,honda,civic,
Hyderabad,2010,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1545000.0,hyundai,i10,
Ahmedabad,2014,78616,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,7982500.0,n,e,
Pune,2011,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,1442000.0,toyota,etios,
Kolkata,2010,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1287500.0,honda,city,
Bangalore,2014,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2961250.0,maruti,swift,
Pune,2010,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,1442000.0,maruti,swift,
Kolkata,2014,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,2363850.0,hyundai,verna,
Pune,2012,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,1879750.0,maruti,ritz,
Mumbai,2015,31000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,10222750.0,toyota,fortuner,
Pune,2018,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,9527500.0,jeep,compass,
Hyderabad,2017,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,3579250.0,hyundai,i20,
Delhi,2014,48500,CNG,Manual,Second,26.6,998.0,58.16,5.0,1467750.0,maruti,wagon-r,
Jaipur,2012,75391,Diesel,Manual,First,13.93,2179.0,138.0,7.0,1931250.0,tata,new-safari,
Jaipur,2008,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,1184500.0,maruti,swift,
Kolkata,2016,78000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,1184500.0,tata,indigo,
Hyderabad,2016,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,3064250.0,maruti,swift,
Kolkata,2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,1797350.0,maruti,celerio,
Coimbatore,2016,19254,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,24565500.0,bmw,5-series,
Coimbatore,2015,29651,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3311450.0,volkswagen,polo,
Bangalore,2011,80000,Diesel,Manual,First,13.93,2179.0,138.03,7.0,2317500.0,tata,safari,
Kolkata,2018,2971,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,20471250.0,mini,cooper,
Kolkata,2015,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2060000.0,ford,figo,
Ahmedabad,2015,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,3594700.0,honda,city,
Delhi,2006,80000,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,901250.0,hyundai,tucson,
Delhi,2013,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,2446250.0,skoda,laura,
Hyderabad,2016,99593,Diesel,Manual,First,11.5,2982.0,171.0,7.0,12102500.0,toyota,fortuner,
Hyderabad,2014,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,3857350.0,hyundai,verna,
Hyderabad,2015,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,5587750.0,mahindra,xuv500,
Mumbai,2017,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,1802500.0,renault,kwid,
Bangalore,2015,39000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,3244500.0,hyundai,i20,
Bangalore,2012,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,3476250.0,honda,city,
Coimbatore,2017,61108,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,14873200.0,ford,endeavour,
Kochi,2016,61648,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7328450.0,skoda,superb,
Mumbai,2012,37000,Diesel,Automatic,Third,22.69,1995.0,190.0,5.0,7725000.0,bmw,3-series,
Mumbai,2013,53000,CNG,Manual,First,22.8,1373.0,80.9,7.0,2987000.0,maruti,ertiga,
Jaipur,2013,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,1931250.0,maruti,ritz,
Jaipur,2005,120000,Petrol,Manual,First,19.29,1086.0,92.23,5.0,592250.0,hyundai,santro,
Jaipur,2011,148009,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,6566250.0,toyota,fortuner,
Mumbai,2009,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,1004250.0,maruti,swift,
Mumbai,2018,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,2549250.0,tata,tigor,
Delhi,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,4248750.0,honda,city,
Hyderabad,2013,48183,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,10809850.0,bmw,3-series,
Hyderabad,2010,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,9012500.0,mercedes-benz,e-class,
Kochi,2015,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,2760400.0,maruti,swift,
Delhi,2014,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,3270250.0,maruti,ertiga,
Kolkata,2011,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,1519250.0,hyundai,verna,
Coimbatore,2019,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,28685500.0,land-rover,discovery,
Kolkata,2009,60170,Petrol,Manual,First,19.29,1086.0,62.0,5.0,592250.0,hyundai,santro,
Hyderabad,2017,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,19312500.0,n,e,
Kochi,2017,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2096050.0,hyundai,i10,
Kolkata,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,1539850.0,volkswagen,polo,
Delhi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,4068500.0,maruti,vitara,
Mumbai,2016,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,3857350.0,renault,duster,
Jaipur,2009,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,566500.0,tata,indica,
Delhi,2016,16000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,28840000.0,mercedes-benz,gl-class,
Mumbai,2016,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,1802500.0,hyundai,xcent,
Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,1545000.0,hyundai,verna,
Mumbai,2014,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,3141500.0,hyundai,verna,
Bangalore,2010,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,1158750.0,ford,figo,
Chennai,2016,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3064250.0,maruti,swift,
Hyderabad,2013,71491,Diesel,Manual,First,23.08,1461.0,63.12,5.0,2549250.0,renault,pulse,
Bangalore,2015,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,2827350.0,volkswagen,polo,
Delhi,2019,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,3435050.0,bmw,3-series,
Ahmedabad,2015,20765,Petrol,Manual,First,15.0,1598.0,103.52,5.0,3218750.0,skoda,rapid,
Ahmedabad,2005,58000,Petrol,Manual,Second,19.29,999.0,92.23,5.0,777650.0,hyundai,santro,
Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,17963200.0,audi,q7,
Jaipur,2016,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,3553500.0,maruti,ciaz,
Kolkata,2014,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,3084850.0,honda,city,
Mumbai,2010,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,5356000.0,mercedes-benz,e-class,
Pune,2012,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,14935000.0,audi,a6,
Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,3012750.0,mahindra,xylo,
Kochi,2006,99583,Petrol,Automatic,Third,12.0,1493.0,100.0,5.0,1138150.0,honda,city,
Mumbai,2010,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,1236000.0,maruti,sx4,
Pune,2009,70000,Petrol,Manual,Third,14.53,1798.0,138.1,5.0,1545000.0,toyota,corolla,
Pune,2012,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,1931250.0,volkswagen,vento,
Pune,2015,66510,Petrol,Manual,First,21.1,814.0,55.2,5.0,1519250.0,hyundai,eon,
Hyderabad,2011,84062,Diesel,Manual,First,20.0,1968.0,108.5,5.0,2987000.0,skoda,laura,
Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248.0,74.0,5.0,2523500.0,maruti,swift,
Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,8729250.0,toyota,corolla,
Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,6437500.0,toyota,innova,
Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047.0,69.0,5.0,2575000.0,tata,tiago,
Mumbai,2015,39822,Petrol,Manual,First,15.41,1598.0,103.52,5.0,2410200.0,skoda,rapid,
Mumbai,2016,29000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,15347000.0,ford,endeavour,
Kochi,2017,24214,Petrol,Manual,Second,25.17,799.0,53.3,5.0,1781900.0,renault,kwid,
Pune,2012,75000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2060000.0,hyundai,i20,
Chennai,2012,77216,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,2317500.0,skoda,laura,
Kochi,2013,74290,Diesel,Manual,First,21.43,1364.0,87.2,5.0,3023050.0,toyota,corolla,
Delhi,2015,61000,Diesel,Manual,First,15.4,2179.0,120.0,8.0,4892500.0,mahindra,scorpio,
Chennai,2013,44000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,16737500.0,audi,q5,
Coimbatore,2014,74041,Diesel,Manual,First,18.2,1248.0,73.8,8.0,1998200.0,chevrolet,enjoy,
Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,6736200.0,bmw,3-series,
Delhi,2012,52000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,1802500.0,nissan,sunny,
Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,1802500.0,honda,accord,
Bangalore,2010,72010,Diesel,Manual,First,16.8,1493.0,110.0,5.0,2291750.0,hyundai,verna,
Jaipur,2015,15000,Petrol,Manual,First,16.8,796.0,34.2,8.0,1210250.0,maruti,omni,
Kolkata,2015,480000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,2575000.0,honda,city,
Kolkata,2012,24720,Diesel,Automatic,Second,15.24,2967.0,241.4,5.0,14420000.0,audi,a7,
Chennai,2007,75000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,1030000.0,ford,fiesta,
Mumbai,2015,57000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,3270250.0,hyundai,i20,
Kochi,2015,41057,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,12684450.0,mercedes-benz,e-class,
Pune,2012,92000,CNG,Manual,Second,26.2,998.0,58.2,5.0,1545000.0,maruti,wagon-r,
Chennai,2016,20000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,4068500.0,ford,ecosport,
Mumbai,2011,52359,Petrol,Manual,First,18.5,1197.0,80.0,5.0,1673750.0,hyundai,i20,
Delhi,2016,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,4248750.0,honda,city,
Kolkata,2011,39002,Diesel,Manual,First,23.08,1461.0,63.1,5.0,1467750.0,nissan,micra,
Pune,2010,129986,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,1648000.0,ford,figo,
Kolkata,2013,45000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,901250.0,nissan,micra,
Kolkata,2013,41300,Diesel,Manual,First,17.8,1248.0,74.25,5.0,1740700.0,maruti,swift,
Ahmedabad,2009,82002,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,2961250.0,honda,accord,
Mumbai,2010,67000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,2420500.0,skoda,superb,
Hyderabad,2017,21260,Petrol,Manual,First,14.0,796.0,35.0,5.0,1493500.0,maruti,omni,
Ahmedabad,2012,55362,Diesel,Manual,First,21.9,1396.0,88.8,5.0,2188750.0,hyundai,i20,
Chennai,2017,13000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,7467500.0,hyundai,creta,
Kochi,2016,45725,Diesel,Manual,First,25.2,1248.0,74.0,5.0,2750100.0,maruti,swift,
Jaipur,2014,105000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,1982750.0,maruti,swift,
Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4377500.0,toyota,innova,
Mumbai,2016,135000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,2163000.0,hyundai,xcent,
Delhi,2016,67000,Diesel,Manual,First,20.77,1248.0,88.7,7.0,3476250.0,maruti,ertiga,
Jaipur,2016,90000,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,13390000.0,ford,endeavour,
Coimbatore,2019,32251,Diesel,Manual,First,22.54,1396.0,88.73,5.0,4434150.0,hyundai,i20,
Mumbai,2009,47000,Petrol,Manual,First,19.0,998.0,67.1,5.0,751900.0,maruti,zen,
Mumbai,2011,75308,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,1442000.0,maruti,ritz,
Kochi,2018,44202,CNG,Manual,First,32.26,998.0,58.2,4.0,2060000.0,maruti,alto,
Mumbai,2014,58000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2817050.0,honda,city,
Mumbai,2009,60000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,1261750.0,maruti,swift,
Hyderabad,2014,45000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,11072500.0,bmw,x1,
Mumbai,2010,41195,Petrol,Manual,First,15.0,1368.0,90.0,5.0,710700.0,tata,manza,
Chennai,2016,89000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,6952500.0,mahindra,xuv500,
Bangalore,2009,60510,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,1596500.0,hyundai,i10,
Mumbai,2016,8500,Petrol,Manual,First,21.4,1197.0,83.1,5.0,2827350.0,maruti,baleno,
Kochi,2017,35981,Diesel,Manual,First,24.3,1248.0,88.5,5.0,4897650.0,maruti,vitara,
Mumbai,2012,23152,Petrol,Manual,First,15.6,1196.0,70.02,5.0,1230850.0,ford,figo,
Delhi,2014,74663,CNG,Manual,First,33.54,998.0,67.04,5.0,1673750.0,maruti,wagon-r,
Mumbai,2014,61529,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,2909750.0,volkswagen,vento,
Ahmedabad,2010,91596,Diesel,Manual,First,14.95,2489.0,93.7,7.0,952750.0,mahindra,xylo,
Kochi,2019,14298,Petrol,Automatic,First,13.33,2995.0,340.0,5.0,1040300.0,porsche,cayenne,
Hyderabad,2013,83327,Diesel,Manual,First,19.3,1248.0,73.9,5.0,2987000.0,maruti,swift,
Hyderabad,2017,22857,Petrol,Manual,First,16.2,1199.0,74.0,5.0,3553500.0,volkswagen,polo,
Chennai,2013,34620,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,2755250.0,hyundai,verna,
Bangalore,2010,56000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1467750.0,hyundai,i10,
Chennai,2014,81000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,11716250.0,mercedes-benz,e-class,
Jaipur,1998,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,231750.0,maruti,zen,
Coimbatore,2013,32776,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2389600.0,hyundai,i10,
Coimbatore,2016,51587,Diesel,Manual,First,25.8,1498.0,98.6,5.0,2714050.0,honda,amaze,
Jaipur,2016,36000,Diesel,Manual,First,14.1,2179.0,148.0,7.0,5150000.0,tata,safari,
